status,prazo,dias_restantes,compatibilidade,score,uf,titulo,salario,vagas,inscricoes,provas_etapas,motivo_relevancia,fonte,link_oficial,link_fonte,primeira_deteccao,ultima_alteracao,notificado_em
SEM PRAZO,,,Boa,11,MA,"Concurso Perícia Oficial (MA) abre 424 vagas com iniciais até R$ 14,6 mil",R$ 3,"424 vagas, 76 vagas, 348 vagas",,"A prova objetiva e a prova discursiva serão realizadas na data provável de 10 de janeiro de 2027, com aplicação nas cidades de Balsas, Barra do Corda, Caxias, Colinas, Imperatriz, Pinheiro e São Luís, todas no estado do Maranhão.","biólogo, perito criminal",Concursos no Brasil,https://www.cebraspe.org.br/concursos/PERICIA_OFICIAL_MA_26,https://concursosnobrasil.com/concursos/ma/2026/07/20/concurso-pericia-oficial-ma-abre-424-vagas-com-iniciais-ate-r-146-mil,2026-09-14T01:32:51.154916+00:00,2026-09-23T23:50:01.202725+00:00,2026-09-23T23:50:18.468930+00:00
SEM PRAZO,,,Boa,11,SP,Estágio Prefeitura de Sorocaba (SP) anuncia seletivo simplificado,"R$ 720,00 a R$ 900,00",cadastro reserva,Estão abertas as inscrições no processo seletivo para estágio da Prefeitura de,"da banca Centro de Integração Empresa-Escola – CIEE, até a data provável de 25 de setembro de 2026.","ciências biológicas, gestão ambiental",Concursos no Brasil,https://pp.ciee.org.br/vitrine/17342/detalhe,https://concursosnobrasil.com/concursos/sp/2026/09/18/estagio-prefeitura-de-sorocaba-sp-anuncia-seletivo-simplificado,2026-09-18T23:25:51.479695+00:00,2026-09-18T23:25:51.479695+00:00,2026-09-18T23:25:57.723697+00:00
SEM PRAZO,,,Boa,11,PR,"Prefeitura de Nova Tebas - PR abre concurso público com salários de até R$ 20.616,83","R$ 20.616,83","83 Oportunidades, cadastro de reserva, 2 vagas","As inscrições serão realizadas exclusivamente pela Internet, no site","A seleção será composta por prova objetiva para todos os cargos (prevista para o dia 29 de novembro de 2026), além de prova discursiva, prova prática, peça processual ou prova de títulos para funções específicas.","biólogo, meio ambiente",PCI Concursos,https://www.novatebas.pr.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-nova-tebas-pr-abre-concurso-publico-com-salarios-de-ate-20616,2026-09-14T01:32:51.154945+00:00,2026-09-23T23:50:01.202757+00:00,
SEM PRAZO,,,Boa,11,RJ,"Prefeitura de Queimados - RJ abre concurso público com salários de até R$ 11.567,11","R$ 11.567,11","11 Oportunidades, cadastro de reserva, 54 vagas",As inscrições devem ser realizadas exclusivamente pelo site do,As provas objetivas ocorrerão em 20 e 22 de novembro de 2026.,"biólogo, meio ambiente",PCI Concursos,https://queimados.rj.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-queimados-rj-abre-concurso-publico-com-salarios-de-ate-11567,2026-09-14T01:32:51.154955+00:00,2026-09-23T23:50:01.202781+00:00,
SEM PRAZO,,,Boa,10,SP,Prefeitura de Cajamar - SP abre seleção para cadastro de reserva de professores,"R$ 35,99","cadastro de reserva, 100 vagas, 200 vagas",As inscrições devem ser realizadas no site,"A seleção será feita por meio de prova objetiva, prevista para o dia 1º de novembro de 2026.","crbio, pesquisador",PCI Concursos,https://cajamar.sp.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-cajamar-sp-abre-selecao-para-cadastro-de-reserva-de-professores,2026-09-21T17:10:58.181167+00:00,2026-09-21T17:10:58.181167+00:00,2026-09-21T17:11:10.841664+00:00
SEM PRAZO,,,Boa,10,SP,"Prefeitura de Caçapava - SP abre concurso público com salários de até R$ 6.871,92","R$ 6.871,92","92 Oportunidades, 1 vaga, CR",Prefeitura de Olímpia - SP reabre inscrições para o concurso público com salários de até R$ 9 mil,A seleção será composta por prova objetiva (prevista para o dia 6 de dezembro de 2026) e prova de títulos para Orientador Pedagógico e Professores.,"crbio, pesquisador",PCI Concursos,https://www.cacapava.sp.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-cacapava-sp-abre-concurso-publico-com-salarios-de-ate-6871,2026-09-21T17:10:58.181177+00:00,2026-09-21T17:10:58.181177+00:00,2026-09-21T17:11:11.760132+00:00
SEM PRAZO,,,Boa,10,SP,"Prefeitura de Itanhaém - SP abre concurso público com salários de até R$ 6.592,00","R$ 6.592,00","cadastro de reserva, 2 vagas, CR",As inscrições serão realizadas exclusivamente pelo site,"A seleção será composta por prova objetiva para todos os cargos, prevista para o dia 18 de outubro de 2026.","crbio, pesquisador",PCI Concursos,https://www.itanhaem.sp.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-itanhaem-sp-abre-concurso-publico-com-salarios-de-ate-6592,2026-09-21T17:10:58.181188+00:00,2026-09-21T17:10:58.181188+00:00,2026-09-21T17:11:12.661403+00:00
SEM PRAZO,,,Boa,10,GO,Prefeitura de Porangatu (GO) oferece 80 vagas em edital de seletivo,R$ 3,"80 vagas, 10 vagas, 20 oportunidades","Processo seletivo Prefeitura de Porangatu, em Goiás, abre inscrições gratuitas para profissionais de nível superior com salários de até R$ 3,2 mil.",,ciências biológicas,Concursos no Brasil,https://porangatu.go.gov.br/aviso/18113/,https://concursosnobrasil.com/concursos/go/2026/09/16/prefeitura-de-porangatu-go-oferece-80-vagas-em-edital-de-seletivo,2026-09-16T23:43:28.826216+00:00,2026-09-16T23:43:28.826216+00:00,2026-09-16T23:43:32.508044+00:00
SEM PRAZO,,,Boa,10,SP,Prefeitura de Santa Gertrudes - SP abre seleção para cadastro de reserva na educação,"R$ 4.073,36 a R$ 900,00","cadastro de reserva, 40 vagas, 100 vagas","As inscrições serão realizadas exclusivamente pela internet, no site do","A seleção será feita por meio de prova objetiva, prevista para o dia 8 de novembro de 2026.","crbio, pesquisador",PCI Concursos,https://www.santagertrudes.sp.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-santa-gertrudes-sp-abre-selecao-para-cadastro-de-reserva-na-educacao,2026-09-21T17:10:58.181225+00:00,2026-09-21T17:10:58.181225+00:00,2026-09-21T17:11:13.621789+00:00
SEM PRAZO,,,Boa,10,SP,Prefeitura de São Sebastião - SP abre processo seletivo para formação de cadastro de reserva de professores,"R$ 6.106,94","cadastro de reserva, 100 vagas, 200 vagas","As inscrições estarão abertas exclusivamente via internet, pelo site","A seleção constará de prova objetiva para todos os cargos, prevista para o dia 8 de novembro de 2026.","crbio, pesquisador",PCI Concursos,https://portal.imperioconcursos.com.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-sebastiao-sp-abre-processo-seletivo-para-formacao-de-cadastro-de-reserva-de-professores,2026-09-22T15:39:00.763753+00:00,2026-09-22T15:39:00.763753+00:00,2026-09-22T15:39:06.511023+00:00
SEM PRAZO,,,Boa,9,SP,"Concurso Câmara de Barão de Antonina (SP) paga R$ 6,6 mil em edital",R$ 4,cadastro reserva,Inscrições,"O prazo para se inscrever no concurso será aberto às 8h do dia 23 de setembro e seguirá até a data provável de 21 de outubro de 2026, no",crbio,Concursos no Brasil,https://www.fundacaofafipa.org.br/concurso/4213-concurso-publico-da-camara-municipal-de-barao-de-antonina-sp,https://concursosnobrasil.com/concursos/sp/2026/09/21/concurso-camara-de-barao-de-antonina-sp-paga-r-66-mil-em-edital,2026-09-21T17:10:58.181235+00:00,2026-09-21T17:10:58.181235+00:00,2026-09-21T17:11:14.532086+00:00
SEM PRAZO,,,Boa,9,MS,FUNSAUD de Dourados (MS) libera edital de processo seletivo,"R$ 1.669,80 a R$ 3.619,98","22 vagas, 400 vagas, cadastro de reserva","As inscrições serão inteiramente gratuitas e realizadas exclusivamente na sede da FUNSAUD, que fica na Rua Toshinobu Katayama, 944 – Vila Planalto, em Dourados.",,crbio,Concursos no Brasil,https://do.dourados.ms.gov.br/index.php/edicao-6-716-terca-feira-22-09-2026/,https://concursosnobrasil.com/concursos/ms/2026/09/22/funsaud-de-dourados-ms-libera-edital-de-processo-seletivo,2026-09-22T23:41:20.271794+00:00,2026-09-22T23:41:20.271794+00:00,2026-09-22T23:41:28.091004+00:00
SEM PRAZO,,,Boa,9,MT,MT: Prefeitura de Comodoro abre seletivo com vagas de nível médio,R$ 23,"cadastro reserva, 80 vagas",Período de inscrição,,crbio,Concursos no Brasil,https://www.concursos.ufmt.br/Portal/,https://concursosnobrasil.com/concursos/mt/2026/09/23/mt-prefeitura-de-comodoro-abre-seletivo-com-vagas-de-nivel-medio,2026-09-23T15:33:35.051773+00:00,2026-09-23T15:33:35.051773+00:00,2026-09-23T15:33:43.026703+00:00
SEM PRAZO,,,Boa,9,MG,"Prefeitura de Belo Vale - MG abre concurso público com diversas vagas e salários de até R$ 8.000,00","R$ 8.000,00","00 Vagas, 10 vagas, 1 vaga","As inscrições deverão ser realizadas exclusivamente via Internet, no site",As provas objetivas estão previstas para o dia 13 de dezembro de 2026.,"analista ambiental, fiscal ambiental, meio ambiente",PCI Concursos,https://www.institutoconsulplan.org.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-belo-vale-mg-abre-concurso-publico-com-diversas-vagas-e-salarios-de-ate-8000,2026-09-14T01:32:51.154964+00:00,2026-09-23T23:50:01.202802+00:00,2026-09-23T15:33:43.881702+00:00
SEM PRAZO,,,Boa,9,MT,Prefeitura de Nova Mutum (MT) abre 80 vagas em seleção simplificada,"R$ 1.092,82 a R$ 22.696,88","80 vagas, cadastro reserva, 400 vagas","A seleção de todos os inscritos se dará por meio da realização de prova objetiva de múltipla escolha, de caráter eliminatório e classificatório, prevista para ser aplicada em 1º de novembro de 2026.","Os interessados em disputar uma das vagas deverão se inscrever via internet, no período previsto de 21 de setembro até a data provável de 13 de outubro de 2026.",crbio,Concursos no Brasil,https://selecon-mt.selecao.net.br/informacoes/99/#,https://concursosnobrasil.com/concursos/mt/2026/09/22/prefeitura-de-nova-mutum-mt-abre-80-vagas-em-selecao-simplificada,2026-09-22T23:41:20.271828+00:00,2026-09-22T23:41:20.271828+00:00,2026-09-22T23:41:28.990449+00:00
SEM PRAZO,,,Possível,7,PR,"UEM - PR abre testes seletivos com salários de até R$ 7.997,72","R$ 7.997,72","72 Oportunidades, cadastro de reserva, 1 vaga","As inscrições devem ser feitas exclusivamente via internet, no endereço",,"ecologia, zoologia, meio ambiente",PCI Concursos,https://www.uem.br/concurso,https://www.pciconcursos.com.br/noticias/uem-pr-abre-testes-seletivos-com-salarios-de-ate-7997,2026-09-23T15:33:35.051808+00:00,2026-09-23T23:50:01.202822+00:00,2026-09-23T15:33:44.701128+00:00
SEM PRAZO,,,Possível,6,MG,"EMATER - MG anuncia retificação de concurso público com salários de até R$ 7.321,75","R$ 7.321,75","75 Oportunidades, 1 vaga, 60 vagas","Prefeitura de Paracatu - MG prorroga inscrições do concurso público com salários de até R$ 9.600,00",A seleção dos candidatos ocorrerá por meio da aplicação de prova objetiva.,"analista ambiental, meio ambiente",PCI Concursos,https://www.emater.mg.gov.br/,https://www.pciconcursos.com.br/noticias/emater-mg-anuncia-retificacao-de-concurso-publico-com-salarios-de-ate-7321,2026-09-18T23:25:51.479807+00:00,2026-09-18T23:25:51.479807+00:00,2026-09-18T23:25:59.742425+00:00
SEM PRAZO,,,Possível,6,MG,"ITABIRAPREV - MG abre concurso público com salários de até R$ 6.280,77","R$ 6.280,77","77 Oportunidades, 5 vagas, 2 vagas",As inscrições serão realizadas exclusivamente pelo site,"O processo de seleção será composto de prova objetiva para todos os cargos, aplicada em 18 de outubro de 2026, com início às 9h15.","analista ambiental, meio ambiente",PCI Concursos,https://www.itabiraprev.mg.gov.br/,https://www.pciconcursos.com.br/noticias/itabiraprev-mg-abre-concurso-publico-com-salarios-de-ate-6280,2026-09-18T23:25:51.479821+00:00,2026-09-18T23:25:51.479821+00:00,2026-09-18T23:26:00.745684+00:00
SEM PRAZO,,,Possível,6,MG,"Prefeitura de Alvinópolis - MG publica edital de concurso público com salários de até R$ 17.954,23","R$ 17.954,23","5 vagas, 1 vaga, 3 vagas","As inscrições serão realizadas exclusivamente via Internet, no site",As provas objetivas e discursivas estão previstas para o dia 24 de janeiro de 2027.,"analista ambiental, meio ambiente",PCI Concursos,https://www.alvinopolis.mg.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-alvinopolis-mg-publica-edital-de-concurso-publico-com-salarios-de-ate-17954,2026-09-14T01:32:51.154976+00:00,2026-09-14T01:32:51.154976+00:00,
SEM PRAZO,,,Possível,6,RS,"Prefeitura de Ivoti - RS abre concurso público com salários de até R$ 10.448,34","R$ 10.448,34","34 Oportunidades, cadastro de reserva, 1 vaga",Prefeitura de Barão de Cotegipe - RS altera período de inscrições para concurso público,"A seleção será composta por provas objetivas para todos os cargos, previstas para o dia 22 de novembro de 2026.","fiscal ambiental, meio ambiente",PCI Concursos,https://www.ivoti.rs.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-ivoti-rs-abre-concurso-publico-com-salarios-de-ate-10448,2026-09-23T23:50:01.202838+00:00,2026-09-23T23:50:01.202838+00:00,
ENCERRADO,2026-09-03,-21,Alta,16,SP,Prefeitura de Embu das Artes - SP divulga retificação de concurso com diversas vagas e cadastro de reserva,"R$ 1.816,52 a R$ 9.745,00","cadastro de reserva, 30 vagas, CR","Também foram alteradas as regras e os prazos para solicitação de isenção da taxa de inscrição, sendo necessário encaminhar a documentação de isenção entre os dias 1 e 3 de setembro de 2026, por SEDEX ou por entrega presencial, conforme as orientações do edital.","O processo seletivo contará com prova objetiva de caráter eliminatório e classificatório para todos os cargos, prevista para os dias 29 de novembro e 6 de dezembro de 2026.","ciências biológicas, analista de meio ambiente, gestão ambiental, meio ambiente, pesquisador",PCI Concursos,https://cidadeembudasartes.sp.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-embu-das-artes-sp-divulga-retificacao-de-concurso-com-diversas-vagas-e-cadastro-de-reserva,2026-09-14T01:32:51.154703+00:00,2026-09-22T23:41:20.271116+00:00,
ENCERRADO,2026-09-14,-10,Boa,11,GO,Prefeitura de São Miguel do Araguaia - GO retifica edital de concurso público,"R$ 13.671,34 a R$ 1.500,00","12 vagas, 30 vagas, 5 vagas","Agora, o período para inscrições, envio de documentos para condição especial, comprovação de deficiência, solicitação de tempo adicional e para envio dos documentos comprobatórios da função de jurado(a) vai de 12 de agosto de 2026 a 14 de setembro de 2026.","Agora, o período para inscrições, envio de documentos para condição especial, comprovação de deficiência, solicitação de tempo adicional e para envio dos documentos comprobatórios da função de jurado(a) vai de 12 de agosto de 2026 a 14 de setembro de 2026.","analista ambiental, licenciamento ambiental, meio ambiente, professor de ciências",PCI Concursos,https://saomigueldoaraguaia.go.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-sao-miguel-do-araguaia-go-retifica-edital-de-concurso-publico,2026-09-14T01:32:51.154740+00:00,2026-09-14T01:32:51.154740+00:00,2026-09-14T01:32:53.338499+00:00
ENCERRADO,2026-09-15,-9,Alta,13,ES,Consórcio Caparaó - ES abre processo seletivo para cadastro de reserva em diversas áreas,"R$ 4.100,00",cadastro de reserva,"As inscrições serão realizadas presencialmente no Escritório do Consórcio Caparaó, no Polo de Educação Ambiental, Rua Principal, s/n, Distrito de Patrimônio da Penha, Divino de São Lourenço/ES, entre os dias 8 e 15 de setembro de 2026, das 8h às 11h e das 12h às 16h.","O processo seletivo consistirá em análise de títulos, entrevista e comprovação de experiência profissional, conforme os critérios previstos no edital.","biólogo, analista ambiental",PCI Concursos,https://consorciocaparao.es.gov.br/,https://www.pciconcursos.com.br/noticias/consorcio-caparao-es-abre-processo-seletivo-para-cadastro-de-reserva-em-diversas-areas,2026-09-14T01:32:51.154754+00:00,2026-09-14T01:32:51.154754+00:00,2026-09-14T01:32:54.435745+00:00
ENCERRADO,2026-09-15,-9,Alta,12,RJ,SES e IASERJ - RJ abrem concurso público com vagas de nível médio e superior,"R$ 7.169,61","4 vagas, 1 vaga, 6 vagas","As inscrições estarão abertas de 17 de agosto de 2026, às 9h, a 15 de setembro de 2026, às 23h59, exclusivamente pelo site","O processo seletivo terá provas objetivas e discursivas, previstas para o dia 1º de novembro de 2026.","biólogo, ecologia",PCI Concursos,https://concursos.ibdoprojetos.org.br/informacoes/103/,https://www.pciconcursos.com.br/noticias/ses-e-iaserj-rj-abrem-concurso-publico-com-vagas-de-nivel-medio-e-superior,2026-09-14T01:32:51.154767+00:00,2026-09-14T01:32:51.154767+00:00,2026-09-14T01:32:55.799191+00:00
ENCERRADO,2026-09-21,-3,Alta,24,SP,Prefeitura de Limeira - SP prorroga inscrições de concursos com vagas em diversas áreas,"R$ 12.873,46","cadastro de reserva, CR, 40 vagas","De acordo com os documentos de prorrogação, as inscrições poderão ser realizadas até o dia 21 de setembro de 2026.","A seleção dos candidatos será composta por provas objetivas para todos os cargos, previstas para os dias 6, 13 e 29 de dezembro de 2026.","biólogo, crbio, analista ambiental, fiscal ambiental, pesquisador",PCI Concursos,https://www.limeira.sp.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-limeira-sp-prorroga-inscricoes-de-concursos-com-vagas-em-diversas-areas,2026-09-14T01:32:51.154791+00:00,2026-09-21T17:10:58.180808+00:00,2026-09-21T17:10:59.095555+00:00
ENCERRADO,2026-09-21,-3,Alta,18,PR,UNIOESTE - PR retifica processo seletivo para professores de ensino superior,"R$ 852,27 a R$ 5.610,83","cadastro de reserva, Cadastro Reserva, 100 vagas","As inscrições devem ser realizadas de 19 de agosto de 2026 a 21 de setembro de 2026, pelo site","A seleção será composta por duas etapas: prova didática com arguição, realizada online no dia 21 de outubro de 2026, e avaliação de currículo.","ecologia, zoologia, botânica, biotecnologia, genética",PCI Concursos,https://www.unioeste.br/portal/cogeps/concursos/docentes,https://www.pciconcursos.com.br/noticias/unioeste-pr-retifica-processo-seletivo-para-professores-de-ensino-superior,2026-09-14T01:32:51.154777+00:00,2026-09-14T01:32:51.154777+00:00,2026-09-14T01:32:57.010813+00:00
ENCERRADO,2026-09-21,-3,Boa,10,RS,Prefeitura de Agudo (RS) divulga estágio para diferentes níveis de ensino,"R$ 101,75","cadastro reserva, 30 vagas","As inscrições para o estágio de Agudo são gratuitas e podem ser realizadas até 21 de setembro de 2026, no",,ciências biológicas,Concursos no Brasil,https://www.3e.srv.br/processos-seletivos,https://concursosnobrasil.com/concursos/sp/2026/09/15/prefeitura-de-morro-agudo-sp-divulga-estagio-para-diferentes-niveis-de-ensino,2026-09-15T15:40:47.131384+00:00,2026-09-15T15:40:47.131384+00:00,2026-09-15T15:40:47.979084+00:00
ENCERRADO,2026-09-22,-2,Alta,13,GO,Prefeitura de Porangatu - GO abre processo seletivo para profissionais de nível superior,"R$ 20,89 a R$ 3.242,00","10 vagas, CR, 1 vaga","As inscrições serão realizadas exclusivamente de forma presencial, entre os dias 16 e 22 de setembro de 2026, das 7h30 às 17h30, no protocolo da sede da Prefeitura Municipal de Porangatu, situada no Palácio das Araras (antigo SENAC), na Avenida Brasília, nº 30, Setor Leste, Porangatu-GO.",,"ciências biológicas, analista ambiental",PCI Concursos,https://www.porangatu.go.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-porangatu-go-abre-processo-seletivo-para-profissionais-de-nivel-superior,2026-09-17T15:38:52.980079+00:00,2026-09-17T15:38:52.980079+00:00,2026-09-17T15:38:54.390907+00:00
ENCERRADO,2026-09-22,-2,Possível,6,MG,CIDES - MG abre seleção para Analista Ambiental e Fiscal de Defesa do Consumidor,"R$ 3.541,67 a R$ 612,26","cadastro de reserva, 1 vaga, 10 vagas","As inscrições serão gratuitas e deverão ser realizadas exclusivamente via internet, por meio dos links disponíveis no edital, entre os dias 8 e 22 de setembro de 2026.",,"analista ambiental, meio ambiente",PCI Concursos,https://www.cides.com.br/,https://www.pciconcursos.com.br/noticias/cides-mg-abre-selecao-para-analista-ambiental-e-fiscal-de-defesa-do-consumidor,2026-09-18T23:25:51.479451+00:00,2026-09-18T23:25:51.479451+00:00,2026-09-18T23:25:52.711760+00:00
ENCERRADO,2026-09-22,-2,Possível,6,SP,Prefeitura de Olímpia - SP reabre inscrições para o concurso público com salários de até R$ 9 mil,R$ 9,"1 vaga, 5 vagas, 2 vagas","Agora, as inscrições poderão ser realizadas no período de 3 a 22 de setembro de 2026, até às 23h59, pelo site",O documento ainda informa alteração nas datas previstas para a realização das provas.,"fiscal ambiental, pesquisador",PCI Concursos,https://www.olimpia.sp.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-olimpia-sp-reabre-inscricoes-para-o-concurso-publico-com-salarios-de-ate-9-mil,2026-09-18T15:07:23.693325+00:00,2026-09-22T23:41:20.271284+00:00,2026-09-22T23:41:21.171774+00:00
ENCERRADO,2026-09-23,-1,Alta,14,SC,CIGAMVALI - SC abre processo seletivo para Analistas Ambientais,"R$ 7.186,23","cadastro de reserva, 1 vaga, 300 vagas","As inscrições serão realizadas por e-mail, no endereço seletivo@cigamvali.sc.gov.br, no período de 9 a 23 de setembro de 2026, às 23h59.",,"ciências biológicas, analista ambiental, meio ambiente",PCI Concursos,https://www.cigamvali.atende.net/,https://www.pciconcursos.com.br/noticias/cigamvali-sc-abre-processo-seletivo-para-analistas-ambientais,2026-09-14T01:32:51.154803+00:00,2026-09-23T23:50:01.202080+00:00,2026-09-23T23:50:02.085090+00:00
ENCERRADO,2026-09-23,-1,Boa,10,SP,Prefeitura de Andradina - SP retifica concurso público para profissionais da educação,"R$ 7.341,23","cadastro de reserva, CR, 3 vagas","As inscrições estarão abertas exclusivamente pela internet, de 24 de agosto de 2026, às 10h, até 23 de setembro de 2026, às 23h59, no site","A seleção ocorrerá por meio de prova objetiva (prevista para o dia 18 de outubro de 2026) no município de Andradina e, caso necessário, em cidades próximas.","crbio, pesquisador",PCI Concursos,https://andradina.sp.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-andradina-sp-retifica-concurso-publico-para-profissionais-da-educacao,2026-09-21T17:10:58.180915+00:00,2026-09-21T17:10:58.180915+00:00,2026-09-21T17:11:00.882257+00:00
ENCERRADO,2026-09-23,-1,Possível,6,MG,"Prefeitura de Paracatu - MG prorroga inscrições do concurso público com salários de até R$ 9.600,00","R$ 9.600,00","00 Oportunidades, cadastro de reserva, 40 vagas","Com a retificação do cronograma, o período de inscrições/solicitação de condições especiais/envio de laudos foi prorrogado até o dia 22 de setembro de 2026, e a data limite para pagamento do boleto passou a ser dia 23 de setembro de 2026.",Também foi alterado o período de inscrição e a data prevista para a aplicação das provas.,"analista ambiental, meio ambiente",PCI Concursos,https://www.paracatu.mg.gov.br/,https://www.pciconcursos.com.br/noticias/prefeitura-de-paracatu-mg-prorroga-inscricoes-do-concurso-publico-com-salarios-de-ate-9600,2026-09-22T15:39:00.763292+00:00,2026-09-22T15:39:00.763292+00:00,2026-09-22T15:39:02.050971+00:00
